CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I10, Essential (primary) hypertension
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I11.0, Hypertensive heart disease with heart failure
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I11.9, Hypertensive heart disease without heart failure
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I12.0, Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I12.9, Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I13.0, Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I13.10, Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I13.11, Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I13.2, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I15.0, Renovascular hypertension
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I15.1, Hypertension secondary to other renal disorders
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I15.2, Hypertension secondary to endocrine disorders
93975, Vascular study<<<wut>>>DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF ABDOMINAL, PELVIC, SCROTAL CONTENTS AND/OR RETROPERITONEAL ORGANS; COMPLETE STUDY, I15.8, Other secondary hypertension
