CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, D44.6, Neoplasm of uncertain behavior of carotid body
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, D44.7, Neoplasm of uncertain behavior of aortic body and other paraganglia
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.0, Vertebro-basilar artery syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.1, Carotid artery syndrome (hemispheric)
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.2, Multiple and bilateral precerebral artery syndromes
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.3, Amaurosis fugax
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.4, Transient global amnesia
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.8, Other transient cerebral ischemic attacks and related syndromes
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G45.9, Transient cerebral ischemic attack, unspecified
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.0, Middle cerebral artery syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.1, Anterior cerebral artery syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.2, Posterior cerebral artery syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.3, Brain stem stroke syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.4, Cerebellar stroke syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.5, Pure motor lacunar syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.6, Pure sensory lacunar syndrome
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.7, Other lacunar syndromes
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G46.8, Other vascular syndromes of brain in cerebrovascular diseases
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.01, Flaccid hemiplegia affecting right dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.02, Flaccid hemiplegia affecting left dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.03, Flaccid hemiplegia affecting right nondominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.04, Flaccid hemiplegia affecting left nondominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.11, Spastic hemiplegia affecting right dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.12, Spastic hemiplegia affecting left dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.13, Spastic hemiplegia affecting right nondominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.14, Spastic hemiplegia affecting left nondominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.91, Hemiplegia, unspecified affecting right dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.92, Hemiplegia, unspecified affecting left dominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.93, Hemiplegia, unspecified affecting right nondominant side
93880, Extracranial bilat study<<<wut>>>DUPLEX SCAN OF EXTRACRANIAL ARTERIES; COMPLETE BILATERAL STUDY, G81.94, Hemiplegia, unspecified affecting left nondominant side
